Day of the week,Time of day,LONGITUDE,LATITUDE,Weather,CrashServerity,Lighting,RoadCondition
5,3,149.140189983703,-35.3044331144342,1,1,1,0
1,3,149.088403522693,-35.3457734787368,0,0,0,0
1,1,149.16347986536,-35.3934400840827,6,1,0,3
3,3,149.141119580554,-35.3149677623976,0,0,3,0
4,3,149.068847820468,-35.3484163839295,0,0,0,0
1,3,149.062658434646,-35.3205526211948,0,0,0,0
2,3,149.177388049354,-35.3332632268459,0,0,0,0
7,4,149.132416727542,-35.2605949492305,0,0,3,0
7,3,149.11910111226,-35.2866812760982,0,0,0,0
6,4,149.126759204627,-35.4440138263975,0,0,3,0
2,1,149.098252357063,-35.3193059000747,7,0,0,3
5,3,149.14980313693,-35.1856716869566,6,0,0,3
2,2,149.152855547038,-35.3978061435827,0,0,0,0
2,3,149.140837837642,-35.2903457367125,0,0,0,0
2,3,149.100377382713,-35.3511995683635,7,0,3,3
5,1,149.145255166013,-35.2169059318359,0,0,0,0
6,2,149.066187528839,-35.4137668707552,7,0,1,3
5,1,149.128191719057,-35.1587105788875,0,0,0,0
3,3,149.169709836281,-35.3769842591552,0,0,0,0
2,3,149.1373199374,-35.2831304166712,0,0,0,0
5,4,149.137968961283,-35.2486654489967,0,0,3,0
2,3,149.058154312916,-35.236259540233,0,0,0,0
3,3,149.127499823897,-35.2722081140538,0,0,0,0
3,1,149.136394405415,-35.2675936474635,0,0,0,0
5,4,149.09011529931,-35.2418933057064,0,0,3,0
4,1,149.26307084006,-35.2616352354698,0,0,0,0
4,3,149.052782857696,-35.3395459304991,0,0,0,3
1,1,149.090637168009,-35.4561740365201,0,0,0,0
1,3,149.120212732991,-35.1745445895883,6,0,0,3
5,3,149.080104902827,-35.2518315406525,7,0,0,3
1,1,149.10632471993,-35.4030706370918,0,0,0,0
5,2,149.132063922808,-35.2598112085753,0,0,0,0
4,1,149.187216457342,-35.3113937934243,0,0,0,0
3,3,149.125857039827,-35.1915283333134,0,0,3,0
7,3,149.05107495714,-35.269392710969,0,1,0,0
3,1,149.166860724624,-35.3038154512788,0,0,0,0
3,1,149.126936838734,-35.2856915316669,6,0,0,3
4,1,149.0584217368,-35.3701050925344,1,0,0,3
1,2,149.139573335598,-35.2901037655847,0,0,0,0
7,3,149.116843407201,-35.3830451240689,0,0,0,0
1,2,149.132799312342,-35.2737800268428,0,0,0,0
3,3,149.008875639468,-35.2125930189313,0,0,0,0
4,3,149.140849719195,-35.2908954922472,0,0,0,0
2,3,149.125201130406,-35.2245244658736,0,0,1,0
1,4,149.07567236664,-35.2730317942769,0,0,5,0
5,2,149.094203881929,-35.2014596108075,0,0,0,0
5,3,149.188058616233,-35.2142365628311,6,0,4,3
5,3,149.065681875041,-35.1926077375948,0,0,0,0
7,3,149.090001623326,-35.3489267947288,0,1,0,0
3,4,149.014189932002,-35.1974155071209,0,0,3,0
2,1,149.070860786687,-35.3483342590903,1,0,0,3
2,3,149.075796188563,-35.2766277627991,0,0,0,0
2,3,149.029329675566,-35.3259251800403,0,0,0,0
1,3,149.111253724342,-35.2433464096422,0,1,0,0
2,2,149.120041895044,-35.1861712069853,0,0,0,0
6,4,149.063708784723,-35.2468290135405,6,0,0,3
5,1,149.03610413272,-35.2263254396642,0,0,0,0
3,3,149.129727653038,-35.3369430991997,6,0,0,3
6,3,149.134287233292,-35.2478852079864,1,0,3,0
5,3,149.06224263636,-35.2222340948103,6,0,3,3
4,3,149.07592865948,-35.2504369570879,6,0,0,3
2,3,149.174033618336,-35.3224167745808,0,0,0,0
4,3,149.074623212276,-35.225499626136,7,0,1,3
3,3,149.136252261595,-35.2609965541313,0,0,0,0
2,4,149.082682055884,-35.3440286742765,0,1,3,0
4,3,149.135216875469,-35.3091249323417,0,0,0,0
2,3,149.125894116557,-35.2790592584693,0,0,1,0
3,3,149.145450425943,-35.2615543491136,0,0,0,0
3,1,149.112031754625,-35.2679592732725,7,0,0,3
3,1,149.119899446053,-35.1863696176165,0,0,0,0
5,1,149.110482885358,-35.2595968553419,0,0,0,0
2,3,149.124541130196,-35.2782674450891,6,1,3,3
6,2,149.053941423833,-35.3262430565648,7,0,0,3
6,2,149.103124174814,-35.2338536452554,0,0,0,0
4,2,149.069318406552,-35.4195873552784,0,0,0,0
3,3,149.128252432538,-35.2758394596944,0,0,0,0
6,2,149.183220292202,-35.2988270784912,0,0,0,0
3,2,149.10146141919,-35.4435670661125,1,0,0,3
5,2,149.051435199521,-35.2434631864162,0,0,0,0
4,1,149.110486628064,-35.218327907599,0,0,0,0
3,3,149.099932895256,-35.347198351296,0,0,0,0
5,3,149.193778905657,-35.2427620424784,6,1,5,3
2,2,149.06380160301,-35.4182921840346,0,0,0,0
7,2,149.129331116742,-35.2769469450294,0,0,0,0
5,3,149.064649847679,-35.4028806161701,0,0,0,0
1,4,149.119734637371,-35.186270627654,0,1,3,0
3,3,149.078394344156,-35.4240706764743,0,0,1,0
3,1,149.084425238042,-35.3497144873034,0,0,0,0
6,1,149.139057732411,-35.3251991862826,0,1,0,0
5,1,149.180968006772,-35.299479200071,0,0,0,0
3,1,149.080637706763,-35.3834053913826,0,0,0,0
6,2,149.137603355832,-35.1837655037901,0,0,0,0
3,3,149.125159031742,-35.2799702392914,0,0,0,0
5,3,149.050736966373,-35.1880893642003,0,0,0,0
7,1,149.146369786569,-35.3376644010585,0,0,0,0
3,3,149.132394302076,-35.2602975551513,0,1,0,0
6,3,149.13384757522,-35.3196079034198,0,0,3,0
5,3,149.140782788817,-35.2902917209981,0,0,0,0
7,4,149.115191361781,-35.1960985614008,0,0,1,0
2,1,149.067413641952,-35.3425860009991,0,0,0,3
4,2,149.132952752061,-35.1864381143549,0,0,0,0
2,1,149.133111854022,-35.3058375213746,0,0,0,0
4,3,149.085958557573,-35.2842824578201,0,0,0,0
5,3,149.108460478519,-35.195788807984,6,0,0,3
1,3,149.1047871262,-35.1999105677005,0,0,0,0
4,3,149.020463099636,-35.2243721172194,6,0,0,3
7,2,149.089135403503,-35.3517753208238,0,0,0,0
5,1,149.09851878462,-35.1609982886672,0,1,0,0
5,3,149.14825435083,-35.3205835769397,0,0,0,0
2,3,149.030787560484,-35.2245329699059,0,0,0,0
5,1,149.056956355241,-35.3479169703907,0,0,0,0
2,3,149.133739954355,-35.2492286551379,6,0,0,3
1,2,149.033549566746,-35.2049298019215,6,0,0,3
5,3,149.087825704812,-35.3511272814859,6,0,0,3
1,1,149.131899845698,-35.2603070697983,0,0,0,0
4,4,149.125660118285,-35.2768243561269,0,0,3,0
4,1,149.073691083092,-35.241281314187,0,0,0,0
1,3,149.140717315775,-35.2905892079129,0,0,0,0
3,1,149.055721809148,-35.3242235832415,0,0,0,0
2,3,149.154276173228,-35.3428734281195,0,0,3,0
2,1,149.085556793928,-35.336411321729,0,0,0,0
6,3,149.054240445619,-35.2703288867277,6,0,0,3
6,1,149.103207960096,-35.4206472958852,0,0,0,0
5,3,149.130331997263,-35.2478351518875,0,0,0,0
2,1,149.033549823645,-35.2057950234785,0,0,1,3
1,2,149.131127485516,-35.2802347524283,0,0,0,0
1,1,149.044978045674,-35.2494226348549,0,0,0,0
6,2,149.086979847493,-35.4098258922197,7,0,0,3
6,3,149.071969779493,-35.4169994577838,6,0,0,3
1,2,149.143608297655,-35.3305206000493,1,0,0,0
3,1,149.092248492155,-35.3839927920149,0,0,0,0
6,3,149.034336867665,-35.2299399071311,0,0,3,0
4,2,149.107995560964,-35.2017646178956,0,0,0,0
6,3,149.09777533837,-35.3861338321199,0,0,0,0
4,2,149.054101383899,-35.2572606063952,0,0,0,0
1,1,149.121707512763,-35.2238788477018,1,0,0,3
1,3,149.011060984282,-35.2107093529534,0,0,0,0
6,2,149.056520505797,-35.3740713323757,0,0,0,0
2,4,149.128653352417,-35.2794350967151,0,0,3,0
4,3,149.137828392833,-35.2500986094329,1,0,0,0
1,3,149.0976678881,-35.307653131292,0,0,0,0
5,1,149.136376927134,-35.1857586149762,0,0,0,0
3,2,149.1574862849,-35.3419322374213,0,0,0,3
6,3,149.118484935573,-35.2533891980675,0,0,3,0
7,4,149.138757336082,-35.3437201904164,0,0,3,0
1,3,149.069458902215,-35.2376333715074,0,0,0,0
5,1,149.050975590259,-35.2039246631482,0,0,0,0
3,2,149.106258458379,-35.4028904417284,0,0,0,0
1,3,149.099977005864,-35.3472974557167,0,1,0,0
3,3,149.132630706112,-35.1840049991383,1,0,0,0
3,3,149.133929115547,-35.1643918831411,0,0,1,0
5,3,149.139209336676,-35.2686541465374,0,0,0,0
6,3,149.144477135161,-35.1648222008332,0,0,4,0
7,2,149.126623988433,-35.3126484607429,0,0,0,0
1,3,149.234591437561,-35.330024879895,1,0,5,0
7,2,149.029363081111,-35.1935474820307,0,0,0,0
3,4,149.104870586395,-35.4207451323267,0,1,3,0
1,3,149.063449181486,-35.3190652012982,0,0,1,0
7,2,149.133160448205,-35.2076087881341,0,0,0,0
3,3,149.086684122801,-35.284417183707,0,0,1,0
3,3,149.158385482811,-35.3284574452786,0,0,0,0
6,3,149.093206523376,-35.3845689266578,0,0,0,0
1,2,149.098060511428,-35.3148087943788,0,0,0,0
7,4,149.067469606079,-35.2362644225014,6,0,3,3
3,2,149.147661772312,-35.2825422192879,0,0,0,0
3,1,149.064045757117,-35.2414483065489,6,1,0,3
5,3,149.125441533745,-35.300780064251,0,0,0,0
1,3,149.075620622723,-35.2499414305038,0,0,0,0
3,1,149.13264376419,-35.2072307817376,0,0,0,0
6,2,149.075314740565,-35.1841759586294,0,0,0,0
3,3,149.18148008102,-35.3232355483259,0,0,0,0
3,2,149.132794189798,-35.1832207228534,0,1,0,0
5,4,149.068587714706,-35.2481335475856,6,0,3,3
5,3,149.140662063061,-35.2904090159957,0,0,0,0
3,3,149.069496742767,-35.3482988988348,0,0,0,0
3,1,149.124995216833,-35.3038898335068,0,0,0,0
2,1,149.113144435417,-35.3390403835514,0,0,0,0
2,4,149.083857124217,-35.3419731012462,0,0,3,0
1,1,149.111919579988,-35.2399390678711,6,0,1,3
1,3,149.153598746428,-35.3330506116285,0,0,0,0
2,1,149.075590185604,-35.3475206240107,6,0,0,3
6,2,149.131562719031,-35.2479871295962,0,0,0,0
2,3,149.100379422638,-35.2055829505416,0,1,4,0
5,3,149.140596080228,-35.290391062468,0,0,0,0
1,4,149.102025102439,-35.4068682382287,0,0,3,0
4,3,149.096360302796,-35.390460827743,0,0,0,0
6,3,149.067250641651,-35.2373009844536,0,0,0,0
2,3,149.091096893497,-35.4642217351186,0,0,0,0
7,2,149.130644917487,-35.2661665439905,0,0,0,0
2,3,149.12697817139,-35.2914685702852,7,1,0,3
3,3,149.061765360237,-35.3680578570826,0,0,1,0
2,3,149.074358254545,-35.3476114207946,6,0,1,3
7,4,149.017694777206,-35.2195235060714,0,0,3,0
4,4,149.009984904088,-35.2233631922096,0,1,4,0
1,1,149.132720482219,-35.2071315638193,0,0,0,0
3,2,149.056917313249,-35.2436504165855,6,0,0,3
5,1,149.139716331974,-35.2695819007144,0,1,0,0
1,4,149.107186456753,-35.4329640679433,0,0,3,0
1,3,149.057321141584,-35.2391349140803,1,0,0,3
4,1,149.138901582844,-35.3445041249533,0,0,0,0
5,3,149.136851129729,-35.1871280549409,0,1,3,0
5,3,149.132669032989,-35.34006747232,0,0,0,0
6,1,149.032405622283,-35.2368980844588,0,0,0,0
4,2,149.132396124469,-35.27606062858,0,0,0,0
4,2,149.16556489956,-35.2874322614009,0,0,0,0
1,1,149.078744231731,-35.3955192022337,0,0,0,0
5,2,149.089888628776,-35.4234327001058,0,0,0,0
4,1,149.05685074195,-35.3742875016045,0,0,0,0
6,3,148.992198394658,-35.8653476982375,0,0,0,0
3,2,149.064750733882,-35.2442328950624,1,0,0,3
4,3,149.100233073825,-35.3500370644517,0,0,0,0
2,1,149.122512331959,-35.2260681743897,6,1,0,3
1,1,149.068824641329,-35.3468031593586,0,0,0,0
4,3,149.10852212492,-35.2826888245172,0,0,3,0
3,3,149.027513830785,-35.2215593104162,6,0,0,3
1,3,149.118643612214,-35.2897730145258,0,0,0,0
5,4,149.127168119512,-35.346679138296,0,1,1,0
1,1,149.090956951975,-35.4565253007037,0,0,0,0
5,3,149.149061251368,-35.2012375248623,0,0,0,0
4,3,149.149291456257,-35.3225831561797,1,0,0,0
1,2,149.087197901703,-35.2814697272116,0,0,0,0
6,3,149.056643799028,-35.3967916381381,0,0,0,0
5,1,149.174616710017,-35.3387556619187,0,0,5,0
4,3,149.132597772215,-35.184005032657,0,0,0,0
2,2,149.069287806583,-35.3483891280305,0,0,0,0
1,1,149.11691650527,-35.2721368813269,0,0,0,0
7,3,149.06705794296,-35.4147488078772,0,0,0,0
5,2,149.185437935275,-35.3329183193902,1,0,0,0
3,3,149.067862339098,-35.2477733960488,0,0,0,0
4,3,149.122776853178,-35.2267258508289,0,0,3,0
4,3,149.107974262981,-35.2023144105916,0,0,0,0
4,3,149.123942777078,-35.2826211072013,0,1,0,0
6,2,149.104193106071,-35.4721610576686,0,0,0,0
6,4,149.088462505911,-35.3498651153792,6,0,3,3
1,3,149.115071315909,-35.4165008240064,0,0,0,0
3,1,149.132601316377,-35.2663988940813,7,0,0,3
2,1,149.134904342611,-35.3203368228394,0,0,0,0
5,3,149.106269357901,-35.4028003087366,0,0,0,0
3,3,149.067360422624,-35.2372017923277,6,0,0,3
4,1,149.051967139648,-35.3361304839427,0,0,0,0
4,3,149.187632800377,-35.2706202591625,0,0,4,0
1,1,149.14083757526,-35.2901835102293,0,0,0,0
5,1,149.14745386028,-35.3348422604667,1,0,0,0
3,3,149.13443567884,-35.3516016778148,0,0,0,0
4,3,149.102321932494,-35.4640604331426,0,0,0,0
1,1,149.125229144833,-35.2751754620536,0,0,0,0
3,3,149.05566886722,-35.3470793086762,0,0,0,0
4,1,149.129275267446,-35.3061478181453,1,0,0,3
2,1,149.131620952139,-35.264840705062,0,0,0,0
2,1,149.114303425581,-35.4356077423688,1,0,0,0
4,1,149.070904664524,-35.3481720117952,0,1,0,0
3,1,149.089668955975,-35.257179065913,0,0,0,0
6,3,149.180458623081,-35.3029497613008,0,1,0,0
5,3,149.136856955914,-35.2401316657126,0,0,0,0
2,4,149.080862788879,-35.3141352722323,0,0,3,0
4,3,149.095246663801,-35.2011254063384,6,0,0,3
6,3,149.058104334732,-35.2261473391819,0,0,0,0
1,3,149.085490777465,-35.3363843260363,6,0,3,3
3,4,149.095165258563,-35.3532131778671,0,1,4,0
4,1,149.17399056757,-35.2957577102669,0,0,0,0
3,1,149.13715666157,-35.1859380497096,0,1,0,0
5,4,149.013828824218,-35.2192262885502,0,0,3,0
2,1,149.056622460444,-35.3790822148589,0,0,0,0
4,1,149.090415617947,-35.2566648454438,0,1,0,0
1,1,149.133906955953,-35.2866038356375,0,0,0,0
3,1,149.141166945439,-35.2151890283494,0,0,0,0
1,2,149.124295484678,-35.4462963118043,0,0,0,0
6,2,149.127206255794,-35.2895666893519,6,0,0,3
5,2,149.075349166797,-35.4028391873346,0,0,0,3
6,3,149.172232654868,-35.3838934505421,0,0,3,0
1,1,149.181209158026,-35.2991453920075,0,0,0,0
2,1,149.134610721241,-35.2867923730541,0,0,0,0
4,1,149.092770466754,-35.4527028436702,0,0,0,0
6,4,149.131447482945,-35.2737453491177,0,0,3,0
1,3,149.196781566004,-35.2299685041322,0,0,0,0
1,4,149.085809343618,-35.4293204288175,0,0,1,0
5,3,149.134665791376,-35.2868644168075,0,0,0,0
1,3,149.091642748149,-35.4376800598111,0,0,0,0
7,1,149.080306547561,-35.2310572372262,7,0,0,3
1,1,149.075411487394,-35.3577408830461,0,0,0,0
7,4,149.088223665042,-35.4209734170837,0,0,4,1
2,3,149.137816113797,-35.2492784715158,0,0,0,0
5,4,149.147788961401,-35.2991432754672,6,0,3,3
5,1,149.151664264431,-35.3023382392977,0,0,0,0
7,2,149.133968506329,-35.3195897537499,0,0,0,0
3,1,149.071666450891,-35.2944659329551,0,0,0,0
6,3,149.141588272617,-35.2718780850408,0,0,3,0
6,3,149.069694464382,-35.1699747861343,0,0,0,0
4,1,149.135888982165,-35.1825956487451,0,0,0,0
2,3,149.135606678684,-35.2485687980638,0,0,0,0
5,3,149.12991206471,-35.2759009043059,0,0,0,0
4,2,149.145276430825,-35.2626450726976,0,0,0,0
3,1,149.08444739694,-35.3498857109108,0,0,0,0
6,4,149.124606770426,-35.4483418136182,0,0,3,0
1,3,149.01630059357,-35.2268328871133,1,0,0,3
1,3,149.055861560182,-35.3570560546121,0,0,0,0
7,3,149.130760997381,-35.2703212462322,6,0,0,3
2,3,149.137319554509,-35.1848022707972,0,0,0,0
3,3,149.074623320515,-35.225634816317,0,0,3,0
3,1,149.111668419033,-35.2674098111529,0,0,0,0
4,4,149.171936299529,-35.3842813848345,0,0,3,0
3,4,149.108036669112,-35.3173966533413,6,0,4,3
2,1,149.086774637202,-35.356355206577,0,0,0,0
2,3,149.071161484758,-35.3965327187291,0,0,0,0
5,3,149.065618772814,-35.3397298922542,0,0,4,0
2,3,149.113036313853,-35.1677823563647,0,0,5,0
4,3,149.133345390574,-35.3219967331051,0,0,3,0
3,3,149.05806400031,-35.3790365786153,0,0,0,0
3,1,149.155538908791,-35.25605388054,0,0,0,0
2,1,149.112405674378,-35.2681842706672,0,0,0,0
2,3,149.061089019265,-35.2735436493998,7,0,5,3
6,4,149.082382511542,-35.4267089596139,0,0,3,0
6,2,149.140661946602,-35.2903369153372,0,0,0,0
3,2,149.122078451069,-35.2856420850123,0,0,0,0
6,1,149.097068855242,-35.465452248385,0,1,0,0
3,1,149.162239727764,-35.3370235158747,0,0,0,0
4,3,149.159472776035,-35.2442695462812,0,0,1,0
1,1,149.187118250664,-35.3117364145382,0,0,0,0
4,3,149.004219524282,-35.209528588849,0,0,0,0
1,2,149.043747415739,-35.2491616251141,0,2,0,0
1,1,149.061165951437,-35.2043984117395,0,0,0,0
4,3,149.096165886268,-35.2291812561122,0,0,1,0
2,1,149.122537679954,-35.3312902081664,0,0,0,0
7,3,149.089130358729,-35.2569811451049,0,0,0,0
5,2,149.08700186532,-35.3638894951307,0,0,0,0
5,3,149.176125297442,-35.3021266693191,0,0,0,0
4,1,149.169507989868,-35.3026403338197,1,0,0,0
6,1,149.132385202172,-35.2761057027453,0,0,0,0
3,1,149.145106790912,-35.2333541996746,1,0,0,0
6,3,149.153674157674,-35.239211509881,0,0,0,0
3,3,149.074599726063,-35.415357812298,0,0,0,0
5,4,149.18034552976,-35.3797275111665,0,0,5,0
6,3,149.122634224274,-35.3295416951523,0,1,0,0
4,3,149.092413748071,-35.3626872293081,0,0,0,0
5,3,149.165255397964,-35.2003344609201,0,0,0,0
2,3,149.143408276024,-35.275940768161,0,0,3,0
5,2,149.112051361963,-35.3096155012052,0,0,0,0
5,1,149.120611395008,-35.4502561658934,0,0,0,0
4,4,149.139932938934,-35.2401554233108,6,0,4,3
2,4,149.133755977839,-35.2669294565241,0,0,0,0
4,1,149.12666191656,-35.1939069167548,0,0,0,0
2,3,149.064018780103,-35.233976820664,0,0,1,0
1,3,149.103306789348,-35.2398018576105,1,0,3,0
3,2,149.054161202601,-35.325945562371,0,0,0,0
4,2,149.10046478984,-35.350667764739,0,0,0,0
4,4,149.163352562892,-35.2858669109364,0,0,3,0
5,3,149.057571846524,-35.2358181532565,0,0,0,0
3,2,149.14212834376,-35.272841842775,0,0,0,0
6,2,149.090603537581,-35.3128583285801,0,0,0,0
2,1,149.132877861061,-35.2022735526362,0,0,0,0
3,3,149.087635704495,-35.3366082620998,0,0,3,0
1,4,149.103234566108,-35.4245947036162,0,0,3,0
5,4,149.126791355972,-35.2762825058212,0,0,4,0
4,1,149.072626388927,-35.3978297471557,0,0,0,0
4,4,149.093785734784,-35.3489602525864,0,0,3,0
5,2,149.066289648556,-35.4180927653216,0,0,0,0
2,3,149.099618304665,-35.232270079529,6,0,0,3
2,3,149.187383873764,-35.3125291282881,0,0,0,0
6,3,149.068148145932,-35.2479895604963,0,0,0,0
1,1,149.108252335107,-35.1961765249965,6,0,0,3
1,3,149.051882676492,-35.3428718633373,1,0,0,0
4,1,149.177492233919,-35.2986008585166,0,0,0,0
6,4,149.149792251791,-35.1857257760941,0,1,3,0
3,1,149.115741102464,-35.1882389804525,0,0,0,0
7,3,149.09403927016,-35.2015498529669,0,0,0,0
1,2,149.131086839839,-35.2971334231422,0,0,0,0
1,3,149.13674630505,-35.3168740923015,0,0,3,0
2,3,149.103206948027,-35.3628054912271,0,1,0,0
2,4,149.128401060361,-35.1818641944406,6,0,4,3
6,1,149.181121191357,-35.2991365045995,0,0,0,0
6,1,149.114845805202,-35.2261111419885,0,0,0,0
1,2,149.132085344932,-35.1863578817192,0,0,0,0
3,3,149.070790834326,-35.2412467770101,0,0,0,0
4,3,149.077137528483,-35.2508058024645,0,0,0,0
7,2,149.187432288389,-35.2140752562032,0,0,0,0
4,3,149.051085509099,-35.2256182133346,6,0,0,3
2,1,149.185046935083,-35.3301159942478,0,1,0,0
3,1,149.230596853038,-35.3291400190407,1,0,0,0
3,3,149.131127020137,-35.2652197337694,0,0,0,0
4,4,149.035138016358,-35.2277406422507,0,0,3,0
1,1,149.154389404148,-35.3262181947618,0,0,0,0
3,1,149.133760291636,-35.2481561296966,0,0,0,0
3,4,149.059920520386,-35.3738897051152,0,0,4,0
5,1,149.125420580701,-35.2243710404,0,0,0,0
3,3,149.091766737173,-35.2345739063439,0,0,0,0
4,3,149.102489347307,-35.4563727911622,0,1,0,0
2,1,149.056620670268,-35.2436144824655,0,0,0,0
3,3,149.0860624719,-35.3943341420733,0,0,3,0
5,3,149.199991766776,-35.3437022909416,6,0,3,3
5,3,149.083868090439,-35.3419370444263,0,0,0,0
4,3,149.087244258879,-35.3527769453148,0,0,0,0
6,3,149.069350174867,-35.4178840000567,0,0,0,0
2,1,149.134886142472,-35.2871976545071,0,0,0,0
3,4,149.067778768489,-35.2997402522288,6,1,5,3
2,3,149.069209934643,-35.3173771293601,0,0,5,0
3,1,149.031911335235,-35.2370513934529,0,0,0,0
3,4,149.106663773644,-35.3646052502175,0,0,3,0
5,3,149.176275642208,-35.3378341079103,6,0,0,3
1,3,149.134137880092,-35.2866666856825,0,0,3,0
2,3,149.092802864357,-35.3131091777682,0,0,5,0
4,3,149.086766786994,-35.3481177926076,0,0,0,0
5,4,149.117162715858,-35.3831710136873,0,0,0,0
1,3,149.125960238805,-35.2407735417998,0,0,0,0
4,3,149.092558475248,-35.3643454257712,0,0,0,0
1,2,149.133969133036,-35.248219003136,0,1,0,0
1,3,149.071916828188,-35.2197239295795,0,0,1,0
5,1,149.162242323981,-35.3033527361349,1,0,0,0
2,4,149.132873045323,-35.2716709996823,0,0,0,0
1,3,149.086398775265,-35.3891878319374,0,0,0,0
3,4,149.124669586702,-35.2758429304364,0,0,3,0
3,1,149.120302500526,-35.2729629808499,0,0,0,0
5,1,149.151069099474,-35.1940069919929,0,0,0,0
5,2,149.111805815057,-35.3677193143083,0,0,0,0
6,2,149.139204066635,-35.2791358201526,0,0,0,0
6,3,149.105031753095,-35.4360029487143,0,0,0,0
3,3,149.077597525018,-35.2359526817291,0,0,0,0
3,2,149.109869284101,-35.2431763275252,0,0,0,0
2,1,149.170923155416,-35.3066310147147,0,0,0,0
6,4,149.112270786997,-35.4392234347994,7,0,4,3
5,3,149.089748879031,-35.3269725057484,6,0,1,3
7,3,149.036305034449,-35.2359960087963,6,0,0,3
2,1,149.050766957587,-35.2039247345651,7,0,0,3
7,2,149.084290541357,-35.3467945217742,0,0,0,0
7,4,149.153787669539,-35.2288648606922,4,0,4,3
1,1,149.071168503,-35.3479555767,0,0,0,0
7,3,149.026580710494,-35.3274036444942,0,0,5,0
4,3,149.098631101406,-35.343747531598,0,0,0,0
2,1,149.064793297078,-35.4033942570494,0,0,0,0
2,4,149.119403555098,-35.3071035353416,6,0,3,3
1,3,149.090981319146,-35.4369955694063,0,0,0,0
5,3,149.137669620127,-35.1840177907534,0,0,1,0
1,4,149.105940785121,-35.284042808304,0,0,4,0
4,3,149.130343299802,-35.2702585765897,0,1,0,0
5,4,149.103439875191,-35.2599360103619,0,0,3,0
2,3,149.087905611543,-35.4109067816035,0,0,0,0
1,2,149.069804735528,-35.392613002786,0,0,0,0
3,3,149.089415944262,-35.2568818167333,6,0,0,3
3,4,149.112935130575,-35.2004987175554,0,0,3,0
2,1,149.230156411641,-35.3289425489845,0,0,0,0
4,3,149.15254753082,-35.397905644748,0,0,3,0
7,3,149.10248194435,-35.4212066248629,0,0,0,0
7,3,148.951000743854,-35.3667392697113,0,0,0,0
2,3,149.130782665174,-35.2774862522232,0,0,0,0
6,2,149.1416528698,-35.2371974102202,0,0,0,0
2,1,149.133511592491,-35.2796284819808,0,0,0,0
2,3,149.134577384935,-35.2865580798705,0,0,0,0
1,1,149.152327664391,-35.3980591156927,0,0,0,0
1,3,149.07530526128,-35.4029924222321,6,0,3,3
3,3,149.026052926654,-35.2207844269772,0,0,0,0
3,1,148.992387715901,-35.3382997503167,0,0,0,0
5,2,149.070081949923,-35.4247420516657,6,0,0,3
3,3,149.149985586716,-35.3233574255073,0,0,0,0
4,3,149.090742544101,-35.4733604710141,0,1,0,0
2,1,149.131459425777,-35.2597126813987,0,0,0,0
5,4,149.126421141158,-35.2786892318708,0,0,4,0
3,1,149.140978854881,-35.2891829579508,0,0,0,0
3,3,149.085680807419,-35.3513449597042,1,0,0,0
7,3,149.127624233978,-35.2897555456643,0,0,0,0
1,4,149.094313910552,-35.4435722860439,0,0,3,0
7,3,148.940593464817,-35.3262856550889,0,1,0,0
2,2,149.164584277002,-35.3322348937665,0,0,0,0
2,3,149.133180742249,-35.2788897868131,0,1,0,0
1,3,149.024496552514,-35.2379988661061,6,0,0,3
4,1,149.064107725319,-35.4151106762663,0,0,0,0
1,3,149.130782869089,-35.2702491233174,0,0,0,0
4,3,149.115305703732,-35.2588446753405,0,0,0,0
5,3,149.088045252398,-35.3506494759616,0,0,0,0
4,1,149.052514761215,-35.2697346836683,0,0,0,0
6,3,149.103483682361,-35.4210526397287,0,0,0,0
7,3,149.112233760968,-35.4014705519452,6,0,0,3
1,3,149.10362670787,-35.4209624045197,0,0,0,0
3,1,149.136595261599,-35.2202500348141,0,0,0,0
3,2,149.127751205552,-35.2863666821909,0,1,0,0
1,4,149.130266426319,-35.2702947039649,0,0,4,0
2,3,149.131406206836,-35.3414386580081,0,0,0,0
3,3,149.159431322212,-35.3290419636648,0,0,0,0
7,3,149.134665777486,-35.2868554042173,0,0,0,0
3,3,149.100988866038,-35.2202821928319,6,0,4,3
3,4,149.093961789022,-35.3806570004195,6,0,3,3
5,3,149.102056959739,-35.3577593866283,0,1,0,0
3,1,149.070557109244,-35.2225816505071,0,0,0,0
1,1,149.14493396963,-35.2549486689885,0,0,0,0
5,2,149.142959834174,-35.2168994742627,0,0,0,0
2,2,149.170245993513,-35.3033513453402,0,1,0,0
4,3,149.114601320042,-35.2153862701073,0,0,5,0
3,4,149.087817933424,-35.4340235905856,0,0,3,0
4,3,149.151002880398,-35.1938087895576,0,0,0,0
3,3,149.055347614403,-35.2654075695526,0,1,0,0
6,3,149.135146872547,-35.2425037782816,0,0,0,0
1,1,149.064475116878,-35.4049265103811,0,0,0,0
4,3,149.062653655949,-35.3467700035112,0,0,0,0
2,3,149.115308825977,-35.2865945357721,7,0,3,3
5,1,149.090808520291,-35.4732342540759,0,0,1,0
7,2,149.070970426348,-35.3478565409018,0,0,0,0
1,3,149.14223131135,-35.329134198386,0,0,0,0
4,1,149.137854036657,-35.2663663885822,0,0,0,0
2,1,149.082301300316,-35.3242554708295,0,0,0,0
5,2,149.104302448935,-35.3493850279462,1,0,0,3
3,2,149.188253088818,-35.2978193452182,1,0,0,0
